"","r_name","aoi_name","values","date"
"8817","CHELSA_tasmin_06_2010_V.2.1","La Ciervina",2886,"06_2010"
"8818","CHELSA_tasmin_06_2010_V.2.1","Las Casillas",2892,"06_2010"
"8819","CHELSA_tasmin_06_2010_V.2.1","La Villa",2889,"06_2010"
"8820","CHELSA_tasmin_06_2010_V.2.1","Valdelacasa",2896,"06_2010"
"8821","CHELSA_tasmin_06_2010_V.2.1","Dehesón El Encinar - S -3",2889,"06_2010"
"8822","CHELSA_tasmin_06_2010_V.2.1","Dehesón El Encinar - W - 1",2889,"06_2010"
"8823","CHELSA_tasmin_06_2010_V.2.1","Dehesón El Encinar - C - 2",2891,"06_2010"
"8824","CHELSA_tasmin_06_2010_V.2.1","Dehesón El Encinar - S - 7",2889,"06_2010"
"8825","CHELSA_tasmin_06_2010_V.2.1","Dehesón El Encinar - C - 5",2890,"06_2010"
"8826","CHELSA_tasmin_06_2010_V.2.1","Dehesón El Encinar - W - 4",2891,"06_2010"
"8827","CHELSA_tasmin_06_2010_V.2.1","Dehesón El Encinar - Otro - 6",2890,"06_2010"
"8828","CHELSA_tasmin_06_2011_V.2.1","Atoquedo",2889,"06_2011"
"8829","CHELSA_tasmin_06_2011_V.2.1","La Caña",2886,"06_2011"
"8830","CHELSA_tasmin_06_2011_V.2.1","La Ciervina",2889,"06_2011"
"8831","CHELSA_tasmin_06_2011_V.2.1","Las Casillas",2894,"06_2011"
"8832","CHELSA_tasmin_06_2011_V.2.1","La Villa",2891,"06_2011"
"8833","CHELSA_tasmin_06_2011_V.2.1","Valdelacasa",2900,"06_2011"
"8834","CHELSA_tasmin_06_2011_V.2.1","Dehesón El Encinar - S -3",2898,"06_2011"
"8835","CHELSA_tasmin_06_2011_V.2.1","Dehesón El Encinar - W - 1",2898,"06_2011"
"8836","CHELSA_tasmin_06_2011_V.2.1","Dehesón El Encinar - C - 2",2899,"06_2011"
"8837","CHELSA_tasmin_06_2011_V.2.1","Dehesón El Encinar - S - 7",2898,"06_2011"
"8838","CHELSA_tasmin_06_2011_V.2.1","Dehesón El Encinar - C - 5",2899,"06_2011"
"8839","CHELSA_tasmin_06_2011_V.2.1","Dehesón El Encinar - W - 4",2899,"06_2011"
"8840","CHELSA_tasmin_06_2011_V.2.1","Dehesón El Encinar - Otro - 6",2899,"06_2011"
"8841","CHELSA_tasmin_06_2012_V.2.1","Atoquedo",2895,"06_2012"
"8842","CHELSA_tasmin_06_2012_V.2.1","La Caña",2890,"06_2012"
"8843","CHELSA_tasmin_06_2012_V.2.1","La Ciervina",2894,"06_2012"
"8844","CHELSA_tasmin_06_2012_V.2.1","Las Casillas",2898,"06_2012"
"8845","CHELSA_tasmin_06_2012_V.2.1","La Villa",2895,"06_2012"
"8846","CHELSA_tasmin_06_2012_V.2.1","Valdelacasa",2903,"06_2012"
"8847","CHELSA_tasmin_06_2012_V.2.1","Dehesón El Encinar - S -3",2903,"06_2012"
"8848","CHELSA_tasmin_06_2012_V.2.1","Dehesón El Encinar - W - 1",2903,"06_2012"
"8849","CHELSA_tasmin_06_2012_V.2.1","Dehesón El Encinar - C - 2",2904,"06_2012"
"8850","CHELSA_tasmin_06_2012_V.2.1","Dehesón El Encinar - S - 7",2903,"06_2012"
"8851","CHELSA_tasmin_06_2012_V.2.1","Dehesón El Encinar - C - 5",2903,"06_2012"
"8852","CHELSA_tasmin_06_2012_V.2.1","Dehesón El Encinar - W - 4",2904,"06_2012"
"8853","CHELSA_tasmin_06_2012_V.2.1","Dehesón El Encinar - Otro - 6",2903,"06_2012"
"8854","CHELSA_tasmin_06_2013_V.2.1","Atoquedo",2883,"06_2013"
"8855","CHELSA_tasmin_06_2013_V.2.1","La Caña",2878,"06_2013"
"8856","CHELSA_tasmin_06_2013_V.2.1","La Ciervina",2882,"06_2013"
"8857","CHELSA_tasmin_06_2013_V.2.1","Las Casillas",2887,"06_2013"
"8858","CHELSA_tasmin_06_2013_V.2.1","La Villa",2883,"06_2013"
"8859","CHELSA_tasmin_06_2013_V.2.1","Valdelacasa",2890,"06_2013"
"8860","CHELSA_tasmin_06_2013_V.2.1","Dehesón El Encinar - S -3",2886,"06_2013"
"8861","CHELSA_tasmin_06_2013_V.2.1","Dehesón El Encinar - W - 1",2886,"06_2013"
"8862","CHELSA_tasmin_06_2013_V.2.1","Dehesón El Encinar - C - 2",2887,"06_2013"
"8863","CHELSA_tasmin_06_2013_V.2.1","Dehesón El Encinar - S - 7",2886,"06_2013"
"8864","CHELSA_tasmin_06_2013_V.2.1","Dehesón El Encinar - C - 5",2887,"06_2013"
"8865","CHELSA_tasmin_06_2013_V.2.1","Dehesón El Encinar - W - 4",2887,"06_2013"
"8866","CHELSA_tasmin_06_2013_V.2.1","Dehesón El Encinar - Otro - 6",2887,"06_2013"
"8867","CHELSA_tasmin_06_2014_V.2.1","Atoquedo",2885,"06_2014"
"8868","CHELSA_tasmin_06_2014_V.2.1","La Caña",2878,"06_2014"
"8869","CHELSA_tasmin_06_2014_V.2.1","La Ciervina",2884,"06_2014"
"8870","CHELSA_tasmin_06_2014_V.2.1","Las Casillas",2887,"06_2014"
"8871","CHELSA_tasmin_06_2014_V.2.1","La Villa",2883,"06_2014"
"8872","CHELSA_tasmin_06_2014_V.2.1","Valdelacasa",2891,"06_2014"
"8873","CHELSA_tasmin_06_2014_V.2.1","Dehesón El Encinar - S -3",2892,"06_2014"
"8874","CHELSA_tasmin_06_2014_V.2.1","Dehesón El Encinar - W - 1",2892,"06_2014"
"8875","CHELSA_tasmin_06_2014_V.2.1","Dehesón El Encinar - C - 2",2893,"06_2014"
"8876","CHELSA_tasmin_06_2014_V.2.1","Dehesón El Encinar - S - 7",2892,"06_2014"
"8877","CHELSA_tasmin_06_2014_V.2.1","Dehesón El Encinar - C - 5",2892,"06_2014"
"8878","CHELSA_tasmin_06_2014_V.2.1","Dehesón El Encinar - W - 4",2893,"06_2014"
"8879","CHELSA_tasmin_06_2014_V.2.1","Dehesón El Encinar - Otro - 6",2892,"06_2014"
"8880","CHELSA_tasmin_06_2015_V.2.1","Atoquedo",2910,"06_2015"
"8881","CHELSA_tasmin_06_2015_V.2.1","La Caña",2902,"06_2015"
"8882","CHELSA_tasmin_06_2015_V.2.1","La Ciervina",2908,"06_2015"
"8883","CHELSA_tasmin_06_2015_V.2.1","Las Casillas",2913,"06_2015"
"8884","CHELSA_tasmin_06_2015_V.2.1","La Villa",2911,"06_2015"
"8885","CHELSA_tasmin_06_2015_V.2.1","Valdelacasa",2921,"06_2015"
"8886","CHELSA_tasmin_06_2015_V.2.1","Dehesón El Encinar - S -3",2915,"06_2015"
"8887","CHELSA_tasmin_06_2015_V.2.1","Dehesón El Encinar - W - 1",2915,"06_2015"
"8888","CHELSA_tasmin_06_2015_V.2.1","Dehesón El Encinar - C - 2",2916,"06_2015"
"8889","CHELSA_tasmin_06_2015_V.2.1","Dehesón El Encinar - S - 7",2914,"06_2015"
"8890","CHELSA_tasmin_06_2015_V.2.1","Dehesón El Encinar - C - 5",2915,"06_2015"
"8891","CHELSA_tasmin_06_2015_V.2.1","Dehesón El Encinar - W - 4",2916,"06_2015"
"8892","CHELSA_tasmin_06_2015_V.2.1","Dehesón El Encinar - Otro - 6",2915,"06_2015"
"8893","CHELSA_tasmin_07_2002_V.2.1","Atoquedo",2918,"07_2002"
"8894","CHELSA_tasmin_07_2002_V.2.1","La Caña",2914,"07_2002"
"8895","CHELSA_tasmin_07_2002_V.2.1","La Ciervina",2918,"07_2002"
"8896","CHELSA_tasmin_07_2002_V.2.1","Las Casillas",2924,"07_2002"
"8897","CHELSA_tasmin_07_2002_V.2.1","La Villa",2920,"07_2002"
"8898","CHELSA_tasmin_07_2002_V.2.1","Valdelacasa",2927,"07_2002"
"8899","CHELSA_tasmin_07_2002_V.2.1","Dehesón El Encinar - S -3",2922,"07_2002"
"8900","CHELSA_tasmin_07_2002_V.2.1","Dehesón El Encinar - W - 1",2922,"07_2002"
"8901","CHELSA_tasmin_07_2002_V.2.1","Dehesón El Encinar - C - 2",2923,"07_2002"
"8902","CHELSA_tasmin_07_2002_V.2.1","Dehesón El Encinar - S - 7",2922,"07_2002"
"8903","CHELSA_tasmin_07_2002_V.2.1","Dehesón El Encinar - C - 5",2923,"07_2002"
"8904","CHELSA_tasmin_07_2002_V.2.1","Dehesón El Encinar - W - 4",2923,"07_2002"
"8905","CHELSA_tasmin_07_2002_V.2.1","Dehesón El Encinar - Otro - 6",2923,"07_2002"
"8906","CHELSA_tasmin_07_2003_V.2.1","Atoquedo",2908,"07_2003"
"8907","CHELSA_tasmin_07_2003_V.2.1","La Caña",2902,"07_2003"
"8908","CHELSA_tasmin_07_2003_V.2.1","La Ciervina",2907,"07_2003"
"8909","CHELSA_tasmin_07_2003_V.2.1","Las Casillas",2912,"07_2003"
"8910","CHELSA_tasmin_07_2003_V.2.1","La Villa",2909,"07_2003"
"8911","CHELSA_tasmin_07_2003_V.2.1","Valdelacasa",2916,"07_2003"
"8912","CHELSA_tasmin_07_2003_V.2.1","Dehesón El Encinar - S -3",2920,"07_2003"
"8913","CHELSA_tasmin_07_2003_V.2.1","Dehesón El Encinar - W - 1",2920,"07_2003"
"8914","CHELSA_tasmin_07_2003_V.2.1","Dehesón El Encinar - C - 2",2921,"07_2003"
"8915","CHELSA_tasmin_07_2003_V.2.1","Dehesón El Encinar - S - 7",2920,"07_2003"
"8916","CHELSA_tasmin_07_2003_V.2.1","Dehesón El Encinar - C - 5",2921,"07_2003"
"8917","CHELSA_tasmin_07_2003_V.2.1","Dehesón El Encinar - W - 4",2921,"07_2003"
"8918","CHELSA_tasmin_07_2003_V.2.1","Dehesón El Encinar - Otro - 6",2921,"07_2003"
"8919","CHELSA_tasmin_07_2004_V.2.1","Atoquedo",2920,"07_2004"
"8920","CHELSA_tasmin_07_2004_V.2.1","La Caña",2915,"07_2004"
"8921","CHELSA_tasmin_07_2004_V.2.1","La Ciervina",2920,"07_2004"
"8922","CHELSA_tasmin_07_2004_V.2.1","Las Casillas",2926,"07_2004"
"8923","CHELSA_tasmin_07_2004_V.2.1","La Villa",2923,"07_2004"
"8924","CHELSA_tasmin_07_2004_V.2.1","Valdelacasa",2930,"07_2004"
"8925","CHELSA_tasmin_07_2004_V.2.1","Dehesón El Encinar - S -3",2930,"07_2004"
"8926","CHELSA_tasmin_07_2004_V.2.1","Dehesón El Encinar - W - 1",2930,"07_2004"
"8927","CHELSA_tasmin_07_2004_V.2.1","Dehesón El Encinar - C - 2",2931,"07_2004"
"8928","CHELSA_tasmin_07_2004_V.2.1","Dehesón El Encinar - S - 7",2929,"07_2004"
"8929","CHELSA_tasmin_07_2004_V.2.1","Dehesón El Encinar - C - 5",2930,"07_2004"
"8930","CHELSA_tasmin_07_2004_V.2.1","Dehesón El Encinar - W - 4",2931,"07_2004"
"8931","CHELSA_tasmin_07_2004_V.2.1","Dehesón El Encinar - Otro - 6",2930,"07_2004"
"8932","CHELSA_tasmin_07_2005_V.2.1","Atoquedo",2929,"07_2005"
"8933","CHELSA_tasmin_07_2005_V.2.1","La Caña",2919,"07_2005"
"8934","CHELSA_tasmin_07_2005_V.2.1","La Ciervina",2929,"07_2005"
"8935","CHELSA_tasmin_07_2005_V.2.1","Las Casillas",2931,"07_2005"
"8936","CHELSA_tasmin_07_2005_V.2.1","La Villa",2930,"07_2005"
"8937","CHELSA_tasmin_07_2005_V.2.1","Valdelacasa",2939,"07_2005"
"8938","CHELSA_tasmin_07_2005_V.2.1","Dehesón El Encinar - S -3",2938,"07_2005"
"8939","CHELSA_tasmin_07_2005_V.2.1","Dehesón El Encinar - W - 1",2938,"07_2005"
"8940","CHELSA_tasmin_07_2005_V.2.1","Dehesón El Encinar - C - 2",2939,"07_2005"
"8941","CHELSA_tasmin_07_2005_V.2.1","Dehesón El Encinar - S - 7",2938,"07_2005"
"8942","CHELSA_tasmin_07_2005_V.2.1","Dehesón El Encinar - C - 5",2939,"07_2005"
"8943","CHELSA_tasmin_07_2005_V.2.1","Dehesón El Encinar - W - 4",2939,"07_2005"
"8944","CHELSA_tasmin_07_2005_V.2.1","Dehesón El Encinar - Otro - 6",2939,"07_2005"
"8945","CHELSA_tasmin_07_2006_V.2.1","Atoquedo",2936,"07_2006"
"8946","CHELSA_tasmin_07_2006_V.2.1","La Caña",2931,"07_2006"
"8947","CHELSA_tasmin_07_2006_V.2.1","La Ciervina",2936,"07_2006"
"8948","CHELSA_tasmin_07_2006_V.2.1","Las Casillas",2940,"07_2006"
"8949","CHELSA_tasmin_07_2006_V.2.1","La Villa",2937,"07_2006"
"8950","CHELSA_tasmin_07_2006_V.2.1","Valdelacasa",2947,"07_2006"
"8951","CHELSA_tasmin_07_2006_V.2.1","Dehesón El Encinar - S -3",2946,"07_2006"
"8952","CHELSA_tasmin_07_2006_V.2.1","Dehesón El Encinar - W - 1",2946,"07_2006"
"8953","CHELSA_tasmin_07_2006_V.2.1","Dehesón El Encinar - C - 2",2947,"07_2006"
"8954","CHELSA_tasmin_07_2006_V.2.1","Dehesón El Encinar - S - 7",2946,"07_2006"
"8955","CHELSA_tasmin_07_2006_V.2.1","Dehesón El Encinar - C - 5",2946,"07_2006"
"8956","CHELSA_tasmin_07_2006_V.2.1","Dehesón El Encinar - W - 4",2947,"07_2006"
"8957","CHELSA_tasmin_07_2006_V.2.1","Dehesón El Encinar - Otro - 6",2946,"07_2006"
"8958","CHELSA_tasmin_07_2007_V.2.1","Atoquedo",2908,"07_2007"
"8959","CHELSA_tasmin_07_2007_V.2.1","La Caña",2906,"07_2007"
"8960","CHELSA_tasmin_07_2007_V.2.1","La Ciervina",2908,"07_2007"
"8961","CHELSA_tasmin_07_2007_V.2.1","Las Casillas",2913,"07_2007"
"8962","CHELSA_tasmin_07_2007_V.2.1","La Villa",2909,"07_2007"
"8963","CHELSA_tasmin_07_2007_V.2.1","Valdelacasa",2915,"07_2007"
"8964","CHELSA_tasmin_07_2007_V.2.1","Dehesón El Encinar - S -3",2914,"07_2007"
"8965","CHELSA_tasmin_07_2007_V.2.1","Dehesón El Encinar - W - 1",2914,"07_2007"
"8966","CHELSA_tasmin_07_2007_V.2.1","Dehesón El Encinar - C - 2",2915,"07_2007"
"8967","CHELSA_tasmin_07_2007_V.2.1","Dehesón El Encinar - S - 7",2914,"07_2007"
"8968","CHELSA_tasmin_07_2007_V.2.1","Dehesón El Encinar - C - 5",2915,"07_2007"
"8969","CHELSA_tasmin_07_2007_V.2.1","Dehesón El Encinar - W - 4",2915,"07_2007"
"8970","CHELSA_tasmin_07_2007_V.2.1","Dehesón El Encinar - Otro - 6",2915,"07_2007"
"8971","CHELSA_tasmin_07_2008_V.2.1","Atoquedo",2905,"07_2008"
"8972","CHELSA_tasmin_07_2008_V.2.1","La Caña",2900,"07_2008"
"8973","CHELSA_tasmin_07_2008_V.2.1","La Ciervina",2905,"07_2008"
"8974","CHELSA_tasmin_07_2008_V.2.1","Las Casillas",2908,"07_2008"
"8975","CHELSA_tasmin_07_2008_V.2.1","La Villa",2907,"07_2008"
"8976","CHELSA_tasmin_07_2008_V.2.1","Valdelacasa",2913,"07_2008"
"8977","CHELSA_tasmin_07_2008_V.2.1","Dehesón El Encinar - S -3",2915,"07_2008"
"8978","CHELSA_tasmin_07_2008_V.2.1","Dehesón El Encinar - W - 1",2915,"07_2008"
"8979","CHELSA_tasmin_07_2008_V.2.1","Dehesón El Encinar - C - 2",2916,"07_2008"
"8980","CHELSA_tasmin_07_2008_V.2.1","Dehesón El Encinar - S - 7",2915,"07_2008"
"8981","CHELSA_tasmin_07_2008_V.2.1","Dehesón El Encinar - C - 5",2916,"07_2008"
"8982","CHELSA_tasmin_07_2008_V.2.1","Dehesón El Encinar - W - 4",2916,"07_2008"
"8983","CHELSA_tasmin_07_2008_V.2.1","Dehesón El Encinar - Otro - 6",2916,"07_2008"
"8984","CHELSA_tasmin_07_2009_V.2.1","Atoquedo",2911,"07_2009"
"8985","CHELSA_tasmin_07_2009_V.2.1","La Caña",2904,"07_2009"
"8986","CHELSA_tasmin_07_2009_V.2.1","La Ciervina",2910,"07_2009"
"8987","CHELSA_tasmin_07_2009_V.2.1","Las Casillas",2913,"07_2009"
"8988","CHELSA_tasmin_07_2009_V.2.1","La Villa",2910,"07_2009"
"8989","CHELSA_tasmin_07_2009_V.2.1","Valdelacasa",2917,"07_2009"
"8990","CHELSA_tasmin_07_2009_V.2.1","Dehesón El Encinar - S -3",2923,"07_2009"
"8991","CHELSA_tasmin_07_2009_V.2.1","Dehesón El Encinar - W - 1",2923,"07_2009"
"8992","CHELSA_tasmin_07_2009_V.2.1","Dehesón El Encinar - C - 2",2924,"07_2009"
"8993","CHELSA_tasmin_07_2009_V.2.1","Dehesón El Encinar - S - 7",2923,"07_2009"
"8994","CHELSA_tasmin_07_2009_V.2.1","Dehesón El Encinar - C - 5",2924,"07_2009"
"8995","CHELSA_tasmin_07_2009_V.2.1","Dehesón El Encinar - W - 4",2924,"07_2009"
"8996","CHELSA_tasmin_07_2009_V.2.1","Dehesón El Encinar - Otro - 6",2924,"07_2009"
"8997","CHELSA_tasmin_07_2010_V.2.1","Atoquedo",2936,"07_2010"
"8998","CHELSA_tasmin_07_2010_V.2.1","La Caña",2932,"07_2010"
"8999","CHELSA_tasmin_07_2010_V.2.1","La Ciervina",2936,"07_2010"
"9000","CHELSA_tasmin_07_2010_V.2.1","Las Casillas",2944,"07_2010"
"9001","CHELSA_tasmin_07_2010_V.2.1","La Villa",2939,"07_2010"
"9002","CHELSA_tasmin_07_2010_V.2.1","Valdelacasa",2946,"07_2010"
"9003","CHELSA_tasmin_07_2010_V.2.1","Dehesón El Encinar - S -3",2945,"07_2010"
"9004","CHELSA_tasmin_07_2010_V.2.1","Dehesón El Encinar - W - 1",2945,"07_2010"
"9005","CHELSA_tasmin_07_2010_V.2.1","Dehesón El Encinar - C - 2",2946,"07_2010"
"9006","CHELSA_tasmin_07_2010_V.2.1","Dehesón El Encinar - S - 7",2945,"07_2010"
"9007","CHELSA_tasmin_07_2010_V.2.1","Dehesón El Encinar - C - 5",2946,"07_2010"
"9008","CHELSA_tasmin_07_2010_V.2.1","Dehesón El Encinar - W - 4",2946,"07_2010"
"9009","CHELSA_tasmin_07_2010_V.2.1","Dehesón El Encinar - Otro - 6",2946,"07_2010"
"9010","CHELSA_tasmin_07_2011_V.2.1","Atoquedo",2912,"07_2011"
"9011","CHELSA_tasmin_07_2011_V.2.1","La Caña",2910,"07_2011"
"9012","CHELSA_tasmin_07_2011_V.2.1","La Ciervina",2912,"07_2011"
"9013","CHELSA_tasmin_07_2011_V.2.1","Las Casillas",2917,"07_2011"
"9014","CHELSA_tasmin_07_2011_V.2.1","La Villa",2915,"07_2011"
"9015","CHELSA_tasmin_07_2011_V.2.1","Valdelacasa",2922,"07_2011"
"9016","CHELSA_tasmin_07_2011_V.2.1","Dehesón El Encinar - S -3",2918,"07_2011"
"9017","CHELSA_tasmin_07_2011_V.2.1","Dehesón El Encinar - W - 1",2918,"07_2011"
"9018","CHELSA_tasmin_07_2011_V.2.1","Dehesón El Encinar - C - 2",2919,"07_2011"
"9019","CHELSA_tasmin_07_2011_V.2.1","Dehesón El Encinar - S - 7",2918,"07_2011"
"9020","CHELSA_tasmin_07_2011_V.2.1","Dehesón El Encinar - C - 5",2919,"07_2011"
"9021","CHELSA_tasmin_07_2011_V.2.1","Dehesón El Encinar - W - 4",2919,"07_2011"
"9022","CHELSA_tasmin_07_2011_V.2.1","Dehesón El Encinar - Otro - 6",2919,"07_2011"
"9023","CHELSA_tasmin_07_2012_V.2.1","Atoquedo",2915,"07_2012"
"9024","CHELSA_tasmin_07_2012_V.2.1","La Caña",2911,"07_2012"
"9025","CHELSA_tasmin_07_2012_V.2.1","La Ciervina",2915,"07_2012"
"9026","CHELSA_tasmin_07_2012_V.2.1","Las Casillas",2920,"07_2012"
"9027","CHELSA_tasmin_07_2012_V.2.1","La Villa",2918,"07_2012"
"9028","CHELSA_tasmin_07_2012_V.2.1","Valdelacasa",2924,"07_2012"
"9029","CHELSA_tasmin_07_2012_V.2.1","Dehesón El Encinar - S -3",2927,"07_2012"
"9030","CHELSA_tasmin_07_2012_V.2.1","Dehesón El Encinar - W - 1",2927,"07_2012"
"9031","CHELSA_tasmin_07_2012_V.2.1","Dehesón El Encinar - C - 2",2928,"07_2012"
"9032","CHELSA_tasmin_07_2012_V.2.1","Dehesón El Encinar - S - 7",2927,"07_2012"
"9033","CHELSA_tasmin_07_2012_V.2.1","Dehesón El Encinar - C - 5",2928,"07_2012"
"9034","CHELSA_tasmin_07_2012_V.2.1","Dehesón El Encinar - W - 4",2928,"07_2012"
"9035","CHELSA_tasmin_07_2012_V.2.1","Dehesón El Encinar - Otro - 6",2928,"07_2012"
"9036","CHELSA_tasmin_07_2013_V.2.1","Atoquedo",2931,"07_2013"
"9037","CHELSA_tasmin_07_2013_V.2.1","La Caña",2919,"07_2013"
"9038","CHELSA_tasmin_07_2013_V.2.1","La Ciervina",2929,"07_2013"
"9039","CHELSA_tasmin_07_2013_V.2.1","Las Casillas",2933,"07_2013"
"9040","CHELSA_tasmin_07_2013_V.2.1","La Villa",2930,"07_2013"
"9041","CHELSA_tasmin_07_2013_V.2.1","Valdelacasa",2942,"07_2013"
"9042","CHELSA_tasmin_07_2013_V.2.1","Dehesón El Encinar - S -3",2942,"07_2013"
"9043","CHELSA_tasmin_07_2013_V.2.1","Dehesón El Encinar - W - 1",2942,"07_2013"
"9044","CHELSA_tasmin_07_2013_V.2.1","Dehesón El Encinar - C - 2",2943,"07_2013"
"9045","CHELSA_tasmin_07_2013_V.2.1","Dehesón El Encinar - S - 7",2942,"07_2013"
"9046","CHELSA_tasmin_07_2013_V.2.1","Dehesón El Encinar - C - 5",2942,"07_2013"
"9047","CHELSA_tasmin_07_2013_V.2.1","Dehesón El Encinar - W - 4",2943,"07_2013"
"9048","CHELSA_tasmin_07_2013_V.2.1","Dehesón El Encinar - Otro - 6",2942,"07_2013"
"9049","CHELSA_tasmin_07_2014_V.2.1","Atoquedo",2912,"07_2014"
"9050","CHELSA_tasmin_07_2014_V.2.1","La Caña",2904,"07_2014"
"9051","CHELSA_tasmin_07_2014_V.2.1","La Ciervina",2911,"07_2014"
"9052","CHELSA_tasmin_07_2014_V.2.1","Las Casillas",2914,"07_2014"
"9053","CHELSA_tasmin_07_2014_V.2.1","La Villa",2912,"07_2014"
"9054","CHELSA_tasmin_07_2014_V.2.1","Valdelacasa",2919,"07_2014"
"9055","CHELSA_tasmin_07_2014_V.2.1","Dehesón El Encinar - S -3",2918,"07_2014"
"9056","CHELSA_tasmin_07_2014_V.2.1","Dehesón El Encinar - W - 1",2918,"07_2014"
"9057","CHELSA_tasmin_07_2014_V.2.1","Dehesón El Encinar - C - 2",2919,"07_2014"
"9058","CHELSA_tasmin_07_2014_V.2.1","Dehesón El Encinar - S - 7",2918,"07_2014"
"9059","CHELSA_tasmin_07_2014_V.2.1","Dehesón El Encinar - C - 5",2918,"07_2014"
"9060","CHELSA_tasmin_07_2014_V.2.1","Dehesón El Encinar - W - 4",2919,"07_2014"
"9061","CHELSA_tasmin_07_2014_V.2.1","Dehesón El Encinar - Otro - 6",2918,"07_2014"
"9062","CHELSA_tasmin_07_2015_V.2.1","Atoquedo",2940,"07_2015"
"9063","CHELSA_tasmin_07_2015_V.2.1","La Caña",2933,"07_2015"
"9064","CHELSA_tasmin_07_2015_V.2.1","La Ciervina",2939,"07_2015"
"9065","CHELSA_tasmin_07_2015_V.2.1","Las Casillas",2942,"07_2015"
"9066","CHELSA_tasmin_07_2015_V.2.1","La Villa",2941,"07_2015"
"9067","CHELSA_tasmin_07_2015_V.2.1","Valdelacasa",2952,"07_2015"
"9068","CHELSA_tasmin_07_2015_V.2.1","Dehesón El Encinar - S -3",2951,"07_2015"
"9069","CHELSA_tasmin_07_2015_V.2.1","Dehesón El Encinar - W - 1",2952,"07_2015"
"9070","CHELSA_tasmin_07_2015_V.2.1","Dehesón El Encinar - C - 2",2952,"07_2015"
"9071","CHELSA_tasmin_07_2015_V.2.1","Dehesón El Encinar - S - 7",2951,"07_2015"
"9072","CHELSA_tasmin_07_2015_V.2.1","Dehesón El Encinar - C - 5",2952,"07_2015"
"9073","CHELSA_tasmin_07_2015_V.2.1","Dehesón El Encinar - W - 4",2952,"07_2015"
"9074","CHELSA_tasmin_07_2015_V.2.1","Dehesón El Encinar - Otro - 6",2952,"07_2015"
"9075","CHELSA_tasmin_08_2002_V.2.1","Atoquedo",2909,"08_2002"
"9076","CHELSA_tasmin_08_2002_V.2.1","La Caña",2903,"08_2002"
"9077","CHELSA_tasmin_08_2002_V.2.1","La Ciervina",2909,"08_2002"
"9078","CHELSA_tasmin_08_2002_V.2.1","Las Casillas",2914,"08_2002"
"9079","CHELSA_tasmin_08_2002_V.2.1","La Villa",2913,"08_2002"
"9080","CHELSA_tasmin_08_2002_V.2.1","Valdelacasa",2920,"08_2002"
"9081","CHELSA_tasmin_08_2002_V.2.1","Dehesón El Encinar - S -3",2918,"08_2002"
"9082","CHELSA_tasmin_08_2002_V.2.1","Dehesón El Encinar - W - 1",2918,"08_2002"
"9083","CHELSA_tasmin_08_2002_V.2.1","Dehesón El Encinar - C - 2",2919,"08_2002"
"9084","CHELSA_tasmin_08_2002_V.2.1","Dehesón El Encinar - S - 7",2917,"08_2002"
"9085","CHELSA_tasmin_08_2002_V.2.1","Dehesón El Encinar - C - 5",2918,"08_2002"
"9086","CHELSA_tasmin_08_2002_V.2.1","Dehesón El Encinar - W - 4",2918,"08_2002"
"9087","CHELSA_tasmin_08_2002_V.2.1","Dehesón El Encinar - Otro - 6",2918,"08_2002"
"9088","CHELSA_tasmin_08_2003_V.2.1","Atoquedo",2939,"08_2003"
"9089","CHELSA_tasmin_08_2003_V.2.1","La Caña",2932,"08_2003"
"9090","CHELSA_tasmin_08_2003_V.2.1","La Ciervina",2938,"08_2003"
"9091","CHELSA_tasmin_08_2003_V.2.1","Las Casillas",2945,"08_2003"
"9092","CHELSA_tasmin_08_2003_V.2.1","La Villa",2941,"08_2003"
"9093","CHELSA_tasmin_08_2003_V.2.1","Valdelacasa",2949,"08_2003"
"9094","CHELSA_tasmin_08_2003_V.2.1","Dehesón El Encinar - S -3",2948,"08_2003"
"9095","CHELSA_tasmin_08_2003_V.2.1","Dehesón El Encinar - W - 1",2949,"08_2003"
"9096","CHELSA_tasmin_08_2003_V.2.1","Dehesón El Encinar - C - 2",2950,"08_2003"
"9097","CHELSA_tasmin_08_2003_V.2.1","Dehesón El Encinar - S - 7",2948,"08_2003"
"9098","CHELSA_tasmin_08_2003_V.2.1","Dehesón El Encinar - C - 5",2949,"08_2003"
"9099","CHELSA_tasmin_08_2003_V.2.1","Dehesón El Encinar - W - 4",2949,"08_2003"
"9100","CHELSA_tasmin_08_2003_V.2.1","Dehesón El Encinar - Otro - 6",2949,"08_2003"
"9101","CHELSA_tasmin_08_2004_V.2.1","Atoquedo",2911,"08_2004"
"9102","CHELSA_tasmin_08_2004_V.2.1","La Caña",2907,"08_2004"
"9103","CHELSA_tasmin_08_2004_V.2.1","La Ciervina",2911,"08_2004"
"9104","CHELSA_tasmin_08_2004_V.2.1","Las Casillas",2916,"08_2004"
"9105","CHELSA_tasmin_08_2004_V.2.1","La Villa",2912,"08_2004"
"9106","CHELSA_tasmin_08_2004_V.2.1","Valdelacasa",2918,"08_2004"
"9107","CHELSA_tasmin_08_2004_V.2.1","Dehesón El Encinar - S -3",2915,"08_2004"
"9108","CHELSA_tasmin_08_2004_V.2.1","Dehesón El Encinar - W - 1",2916,"08_2004"
"9109","CHELSA_tasmin_08_2004_V.2.1","Dehesón El Encinar - C - 2",2917,"08_2004"
