"","r_name","aoi_name","values","date"
"5185","CHELSA_tas_10_2010_V.2.1","Dehesón El Encinar - C - 5",2883,"10_2010"
"5186","CHELSA_tas_10_2010_V.2.1","Dehesón El Encinar - W - 4",2884,"10_2010"
"5187","CHELSA_tas_10_2010_V.2.1","Dehesón El Encinar - Otro - 6",2883,"10_2010"
"5188","CHELSA_tas_10_2011_V.2.1","Atoquedo",2918,"10_2011"
"5189","CHELSA_tas_10_2011_V.2.1","La Caña",2918,"10_2011"
"5190","CHELSA_tas_10_2011_V.2.1","La Ciervina",2919,"10_2011"
"5191","CHELSA_tas_10_2011_V.2.1","Las Casillas",2924,"10_2011"
"5192","CHELSA_tas_10_2011_V.2.1","La Villa",2916,"10_2011"
"5193","CHELSA_tas_10_2011_V.2.1","Valdelacasa",2923,"10_2011"
"5194","CHELSA_tas_10_2011_V.2.1","Dehesón El Encinar - S -3",2912,"10_2011"
"5195","CHELSA_tas_10_2011_V.2.1","Dehesón El Encinar - W - 1",2912,"10_2011"
"5196","CHELSA_tas_10_2011_V.2.1","Dehesón El Encinar - C - 2",2913,"10_2011"
"5197","CHELSA_tas_10_2011_V.2.1","Dehesón El Encinar - S - 7",2912,"10_2011"
"5198","CHELSA_tas_10_2011_V.2.1","Dehesón El Encinar - C - 5",2913,"10_2011"
"5199","CHELSA_tas_10_2011_V.2.1","Dehesón El Encinar - W - 4",2913,"10_2011"
"5200","CHELSA_tas_10_2011_V.2.1","Dehesón El Encinar - Otro - 6",2913,"10_2011"
"5201","CHELSA_tas_10_2012_V.2.1","Atoquedo",2890,"10_2012"
"5202","CHELSA_tas_10_2012_V.2.1","La Caña",2889,"10_2012"
"5203","CHELSA_tas_10_2012_V.2.1","La Ciervina",2891,"10_2012"
"5204","CHELSA_tas_10_2012_V.2.1","Las Casillas",2894,"10_2012"
"5205","CHELSA_tas_10_2012_V.2.1","La Villa",2891,"10_2012"
"5206","CHELSA_tas_10_2012_V.2.1","Valdelacasa",2894,"10_2012"
"5207","CHELSA_tas_10_2012_V.2.1","Dehesón El Encinar - S -3",2890,"10_2012"
"5208","CHELSA_tas_10_2012_V.2.1","Dehesón El Encinar - W - 1",2890,"10_2012"
"5209","CHELSA_tas_10_2012_V.2.1","Dehesón El Encinar - C - 2",2891,"10_2012"
"5210","CHELSA_tas_10_2012_V.2.1","Dehesón El Encinar - S - 7",2890,"10_2012"
"5211","CHELSA_tas_10_2012_V.2.1","Dehesón El Encinar - C - 5",2891,"10_2012"
"5212","CHELSA_tas_10_2012_V.2.1","Dehesón El Encinar - W - 4",2891,"10_2012"
"5213","CHELSA_tas_10_2012_V.2.1","Dehesón El Encinar - Otro - 6",2891,"10_2012"
"5214","CHELSA_tas_10_2013_V.2.1","Atoquedo",2903,"10_2013"
"5215","CHELSA_tas_10_2013_V.2.1","La Caña",2898,"10_2013"
"5216","CHELSA_tas_10_2013_V.2.1","La Ciervina",2902,"10_2013"
"5217","CHELSA_tas_10_2013_V.2.1","Las Casillas",2905,"10_2013"
"5218","CHELSA_tas_10_2013_V.2.1","La Villa",2901,"10_2013"
"5219","CHELSA_tas_10_2013_V.2.1","Valdelacasa",2905,"10_2013"
"5220","CHELSA_tas_10_2013_V.2.1","Dehesón El Encinar - S -3",2899,"10_2013"
"5221","CHELSA_tas_10_2013_V.2.1","Dehesón El Encinar - W - 1",2899,"10_2013"
"5222","CHELSA_tas_10_2013_V.2.1","Dehesón El Encinar - C - 2",2900,"10_2013"
"5223","CHELSA_tas_10_2013_V.2.1","Dehesón El Encinar - S - 7",2899,"10_2013"
"5224","CHELSA_tas_10_2013_V.2.1","Dehesón El Encinar - C - 5",2900,"10_2013"
"5225","CHELSA_tas_10_2013_V.2.1","Dehesón El Encinar - W - 4",2900,"10_2013"
"5226","CHELSA_tas_10_2013_V.2.1","Dehesón El Encinar - Otro - 6",2900,"10_2013"
"5227","CHELSA_tas_10_2014_V.2.1","Atoquedo",2915,"10_2014"
"5228","CHELSA_tas_10_2014_V.2.1","La Caña",2912,"10_2014"
"5229","CHELSA_tas_10_2014_V.2.1","La Ciervina",2915,"10_2014"
"5230","CHELSA_tas_10_2014_V.2.1","Las Casillas",2919,"10_2014"
"5231","CHELSA_tas_10_2014_V.2.1","La Villa",2916,"10_2014"
"5232","CHELSA_tas_10_2014_V.2.1","Valdelacasa",2920,"10_2014"
"5233","CHELSA_tas_10_2014_V.2.1","Dehesón El Encinar - S -3",2915,"10_2014"
"5234","CHELSA_tas_10_2014_V.2.1","Dehesón El Encinar - W - 1",2915,"10_2014"
"5235","CHELSA_tas_10_2014_V.2.1","Dehesón El Encinar - C - 2",2916,"10_2014"
"5236","CHELSA_tas_10_2014_V.2.1","Dehesón El Encinar - S - 7",2915,"10_2014"
"5237","CHELSA_tas_10_2014_V.2.1","Dehesón El Encinar - C - 5",2915,"10_2014"
"5238","CHELSA_tas_10_2014_V.2.1","Dehesón El Encinar - W - 4",2916,"10_2014"
"5239","CHELSA_tas_10_2014_V.2.1","Dehesón El Encinar - Otro - 6",2915,"10_2014"
"5240","CHELSA_tas_10_2015_V.2.1","Atoquedo",2902,"10_2015"
"5241","CHELSA_tas_10_2015_V.2.1","La Caña",2899,"10_2015"
"5242","CHELSA_tas_10_2015_V.2.1","La Ciervina",2901,"10_2015"
"5243","CHELSA_tas_10_2015_V.2.1","Las Casillas",2904,"10_2015"
"5244","CHELSA_tas_10_2015_V.2.1","La Villa",2900,"10_2015"
"5245","CHELSA_tas_10_2015_V.2.1","Valdelacasa",2904,"10_2015"
"5246","CHELSA_tas_10_2015_V.2.1","Dehesón El Encinar - S -3",2899,"10_2015"
"5247","CHELSA_tas_10_2015_V.2.1","Dehesón El Encinar - W - 1",2899,"10_2015"
"5248","CHELSA_tas_10_2015_V.2.1","Dehesón El Encinar - C - 2",2901,"10_2015"
"5249","CHELSA_tas_10_2015_V.2.1","Dehesón El Encinar - S - 7",2899,"10_2015"
"5250","CHELSA_tas_10_2015_V.2.1","Dehesón El Encinar - C - 5",2900,"10_2015"
"5251","CHELSA_tas_10_2015_V.2.1","Dehesón El Encinar - W - 4",2901,"10_2015"
"5252","CHELSA_tas_10_2015_V.2.1","Dehesón El Encinar - Otro - 6",2900,"10_2015"
"5253","CHELSA_tas_11_2002_V.2.1","Atoquedo",2849,"11_2002"
"5254","CHELSA_tas_11_2002_V.2.1","La Caña",2845,"11_2002"
"5255","CHELSA_tas_11_2002_V.2.1","La Ciervina",2848,"11_2002"
"5256","CHELSA_tas_11_2002_V.2.1","Las Casillas",2851,"11_2002"
"5257","CHELSA_tas_11_2002_V.2.1","La Villa",2848,"11_2002"
"5258","CHELSA_tas_11_2002_V.2.1","Valdelacasa",2853,"11_2002"
"5259","CHELSA_tas_11_2002_V.2.1","Dehesón El Encinar - S -3",2849,"11_2002"
"5260","CHELSA_tas_11_2002_V.2.1","Dehesón El Encinar - W - 1",2849,"11_2002"
"5261","CHELSA_tas_11_2002_V.2.1","Dehesón El Encinar - C - 2",2850,"11_2002"
"5262","CHELSA_tas_11_2002_V.2.1","Dehesón El Encinar - S - 7",2849,"11_2002"
"5263","CHELSA_tas_11_2002_V.2.1","Dehesón El Encinar - C - 5",2850,"11_2002"
"5264","CHELSA_tas_11_2002_V.2.1","Dehesón El Encinar - W - 4",2851,"11_2002"
"5265","CHELSA_tas_11_2002_V.2.1","Dehesón El Encinar - Otro - 6",2850,"11_2002"
"5266","CHELSA_tas_11_2003_V.2.1","Atoquedo",2848,"11_2003"
"5267","CHELSA_tas_11_2003_V.2.1","La Caña",2846,"11_2003"
"5268","CHELSA_tas_11_2003_V.2.1","La Ciervina",2848,"11_2003"
"5269","CHELSA_tas_11_2003_V.2.1","Las Casillas",2852,"11_2003"
"5270","CHELSA_tas_11_2003_V.2.1","La Villa",2850,"11_2003"
"5271","CHELSA_tas_11_2003_V.2.1","Valdelacasa",2852,"11_2003"
"5272","CHELSA_tas_11_2003_V.2.1","Dehesón El Encinar - S -3",2849,"11_2003"
"5273","CHELSA_tas_11_2003_V.2.1","Dehesón El Encinar - W - 1",2848,"11_2003"
"5274","CHELSA_tas_11_2003_V.2.1","Dehesón El Encinar - C - 2",2850,"11_2003"
"5275","CHELSA_tas_11_2003_V.2.1","Dehesón El Encinar - S - 7",2849,"11_2003"
"5276","CHELSA_tas_11_2003_V.2.1","Dehesón El Encinar - C - 5",2849,"11_2003"
"5277","CHELSA_tas_11_2003_V.2.1","Dehesón El Encinar - W - 4",2850,"11_2003"
"5278","CHELSA_tas_11_2003_V.2.1","Dehesón El Encinar - Otro - 6",2849,"11_2003"
"5279","CHELSA_tas_11_2004_V.2.1","Atoquedo",2834,"11_2004"
"5280","CHELSA_tas_11_2004_V.2.1","La Caña",2830,"11_2004"
"5281","CHELSA_tas_11_2004_V.2.1","La Ciervina",2834,"11_2004"
"5282","CHELSA_tas_11_2004_V.2.1","Las Casillas",2838,"11_2004"
"5283","CHELSA_tas_11_2004_V.2.1","La Villa",2836,"11_2004"
"5284","CHELSA_tas_11_2004_V.2.1","Valdelacasa",2836,"11_2004"
"5285","CHELSA_tas_11_2004_V.2.1","Dehesón El Encinar - S -3",2830,"11_2004"
"5286","CHELSA_tas_11_2004_V.2.1","Dehesón El Encinar - W - 1",2830,"11_2004"
"5287","CHELSA_tas_11_2004_V.2.1","Dehesón El Encinar - C - 2",2831,"11_2004"
"5288","CHELSA_tas_11_2004_V.2.1","Dehesón El Encinar - S - 7",2830,"11_2004"
"5289","CHELSA_tas_11_2004_V.2.1","Dehesón El Encinar - C - 5",2831,"11_2004"
"5290","CHELSA_tas_11_2004_V.2.1","Dehesón El Encinar - W - 4",2831,"11_2004"
"5291","CHELSA_tas_11_2004_V.2.1","Dehesón El Encinar - Otro - 6",2831,"11_2004"
"5292","CHELSA_tas_11_2005_V.2.1","Atoquedo",2830,"11_2005"
"5293","CHELSA_tas_11_2005_V.2.1","La Caña",2827,"11_2005"
"5294","CHELSA_tas_11_2005_V.2.1","La Ciervina",2830,"11_2005"
"5295","CHELSA_tas_11_2005_V.2.1","Las Casillas",2834,"11_2005"
"5296","CHELSA_tas_11_2005_V.2.1","La Villa",2832,"11_2005"
"5297","CHELSA_tas_11_2005_V.2.1","Valdelacasa",2836,"11_2005"
"5298","CHELSA_tas_11_2005_V.2.1","Dehesón El Encinar - S -3",2831,"11_2005"
"5299","CHELSA_tas_11_2005_V.2.1","Dehesón El Encinar - W - 1",2831,"11_2005"
"5300","CHELSA_tas_11_2005_V.2.1","Dehesón El Encinar - C - 2",2832,"11_2005"
"5301","CHELSA_tas_11_2005_V.2.1","Dehesón El Encinar - S - 7",2831,"11_2005"
"5302","CHELSA_tas_11_2005_V.2.1","Dehesón El Encinar - C - 5",2832,"11_2005"
"5303","CHELSA_tas_11_2005_V.2.1","Dehesón El Encinar - W - 4",2832,"11_2005"
"5304","CHELSA_tas_11_2005_V.2.1","Dehesón El Encinar - Otro - 6",2832,"11_2005"
"5305","CHELSA_tas_11_2006_V.2.1","Atoquedo",2867,"11_2006"
"5306","CHELSA_tas_11_2006_V.2.1","La Caña",2863,"11_2006"
"5307","CHELSA_tas_11_2006_V.2.1","La Ciervina",2867,"11_2006"
"5308","CHELSA_tas_11_2006_V.2.1","Las Casillas",2870,"11_2006"
"5309","CHELSA_tas_11_2006_V.2.1","La Villa",2867,"11_2006"
"5310","CHELSA_tas_11_2006_V.2.1","Valdelacasa",2870,"11_2006"
"5311","CHELSA_tas_11_2006_V.2.1","Dehesón El Encinar - S -3",2866,"11_2006"
"5312","CHELSA_tas_11_2006_V.2.1","Dehesón El Encinar - W - 1",2866,"11_2006"
"5313","CHELSA_tas_11_2006_V.2.1","Dehesón El Encinar - C - 2",2867,"11_2006"
"5314","CHELSA_tas_11_2006_V.2.1","Dehesón El Encinar - S - 7",2866,"11_2006"
"5315","CHELSA_tas_11_2006_V.2.1","Dehesón El Encinar - C - 5",2866,"11_2006"
"5316","CHELSA_tas_11_2006_V.2.1","Dehesón El Encinar - W - 4",2867,"11_2006"
"5317","CHELSA_tas_11_2006_V.2.1","Dehesón El Encinar - Otro - 6",2866,"11_2006"
"5318","CHELSA_tas_11_2007_V.2.1","Atoquedo",2832,"11_2007"
"5319","CHELSA_tas_11_2007_V.2.1","La Caña",2832,"11_2007"
"5320","CHELSA_tas_11_2007_V.2.1","La Ciervina",2832,"11_2007"
"5321","CHELSA_tas_11_2007_V.2.1","Las Casillas",2837,"11_2007"
"5322","CHELSA_tas_11_2007_V.2.1","La Villa",2833,"11_2007"
"5323","CHELSA_tas_11_2007_V.2.1","Valdelacasa",2834,"11_2007"
"5324","CHELSA_tas_11_2007_V.2.1","Dehesón El Encinar - S -3",2827,"11_2007"
"5325","CHELSA_tas_11_2007_V.2.1","Dehesón El Encinar - W - 1",2826,"11_2007"
"5326","CHELSA_tas_11_2007_V.2.1","Dehesón El Encinar - C - 2",2828,"11_2007"
"5327","CHELSA_tas_11_2007_V.2.1","Dehesón El Encinar - S - 7",2826,"11_2007"
"5328","CHELSA_tas_11_2007_V.2.1","Dehesón El Encinar - C - 5",2827,"11_2007"
"5329","CHELSA_tas_11_2007_V.2.1","Dehesón El Encinar - W - 4",2827,"11_2007"
"5330","CHELSA_tas_11_2007_V.2.1","Dehesón El Encinar - Otro - 6",2827,"11_2007"
"5331","CHELSA_tas_11_2008_V.2.1","Atoquedo",2821,"11_2008"
"5332","CHELSA_tas_11_2008_V.2.1","La Caña",2817,"11_2008"
"5333","CHELSA_tas_11_2008_V.2.1","La Ciervina",2820,"11_2008"
"5334","CHELSA_tas_11_2008_V.2.1","Las Casillas",2823,"11_2008"
"5335","CHELSA_tas_11_2008_V.2.1","La Villa",2823,"11_2008"
"5336","CHELSA_tas_11_2008_V.2.1","Valdelacasa",2826,"11_2008"
"5337","CHELSA_tas_11_2008_V.2.1","Dehesón El Encinar - S -3",2821,"11_2008"
"5338","CHELSA_tas_11_2008_V.2.1","Dehesón El Encinar - W - 1",2820,"11_2008"
"5339","CHELSA_tas_11_2008_V.2.1","Dehesón El Encinar - C - 2",2822,"11_2008"
"5340","CHELSA_tas_11_2008_V.2.1","Dehesón El Encinar - S - 7",2821,"11_2008"
"5341","CHELSA_tas_11_2008_V.2.1","Dehesón El Encinar - C - 5",2821,"11_2008"
"5342","CHELSA_tas_11_2008_V.2.1","Dehesón El Encinar - W - 4",2822,"11_2008"
"5343","CHELSA_tas_11_2008_V.2.1","Dehesón El Encinar - Otro - 6",2821,"11_2008"
"5344","CHELSA_tas_11_2009_V.2.1","Atoquedo",2858,"11_2009"
"5345","CHELSA_tas_11_2009_V.2.1","La Caña",2856,"11_2009"
"5346","CHELSA_tas_11_2009_V.2.1","La Ciervina",2858,"11_2009"
"5347","CHELSA_tas_11_2009_V.2.1","Las Casillas",2860,"11_2009"
"5348","CHELSA_tas_11_2009_V.2.1","La Villa",2858,"11_2009"
"5349","CHELSA_tas_11_2009_V.2.1","Valdelacasa",2860,"11_2009"
"5350","CHELSA_tas_11_2009_V.2.1","Dehesón El Encinar - S -3",2853,"11_2009"
"5351","CHELSA_tas_11_2009_V.2.1","Dehesón El Encinar - W - 1",2853,"11_2009"
"5352","CHELSA_tas_11_2009_V.2.1","Dehesón El Encinar - C - 2",2854,"11_2009"
"5353","CHELSA_tas_11_2009_V.2.1","Dehesón El Encinar - S - 7",2853,"11_2009"
"5354","CHELSA_tas_11_2009_V.2.1","Dehesón El Encinar - C - 5",2854,"11_2009"
"5355","CHELSA_tas_11_2009_V.2.1","Dehesón El Encinar - W - 4",2854,"11_2009"
"5356","CHELSA_tas_11_2009_V.2.1","Dehesón El Encinar - Otro - 6",2854,"11_2009"
"5357","CHELSA_tas_11_2010_V.2.1","Atoquedo",2833,"11_2010"
"5358","CHELSA_tas_11_2010_V.2.1","La Caña",2831,"11_2010"
"5359","CHELSA_tas_11_2010_V.2.1","La Ciervina",2833,"11_2010"
"5360","CHELSA_tas_11_2010_V.2.1","Las Casillas",2837,"11_2010"
"5361","CHELSA_tas_11_2010_V.2.1","La Villa",2834,"11_2010"
"5362","CHELSA_tas_11_2010_V.2.1","Valdelacasa",2836,"11_2010"
"5363","CHELSA_tas_11_2010_V.2.1","Dehesón El Encinar - S -3",2829,"11_2010"
"5364","CHELSA_tas_11_2010_V.2.1","Dehesón El Encinar - W - 1",2829,"11_2010"
"5365","CHELSA_tas_11_2010_V.2.1","Dehesón El Encinar - C - 2",2830,"11_2010"
"5366","CHELSA_tas_11_2010_V.2.1","Dehesón El Encinar - S - 7",2829,"11_2010"
"5367","CHELSA_tas_11_2010_V.2.1","Dehesón El Encinar - C - 5",2830,"11_2010"
"5368","CHELSA_tas_11_2010_V.2.1","Dehesón El Encinar - W - 4",2830,"11_2010"
"5369","CHELSA_tas_11_2010_V.2.1","Dehesón El Encinar - Otro - 6",2830,"11_2010"
"5370","CHELSA_tas_11_2011_V.2.1","Atoquedo",2850,"11_2011"
"5371","CHELSA_tas_11_2011_V.2.1","La Caña",2847,"11_2011"
"5372","CHELSA_tas_11_2011_V.2.1","La Ciervina",2850,"11_2011"
"5373","CHELSA_tas_11_2011_V.2.1","Las Casillas",2853,"11_2011"
"5374","CHELSA_tas_11_2011_V.2.1","La Villa",2850,"11_2011"
"5375","CHELSA_tas_11_2011_V.2.1","Valdelacasa",2855,"11_2011"
"5376","CHELSA_tas_11_2011_V.2.1","Dehesón El Encinar - S -3",2852,"11_2011"
"5377","CHELSA_tas_11_2011_V.2.1","Dehesón El Encinar - W - 1",2852,"11_2011"
"5378","CHELSA_tas_11_2011_V.2.1","Dehesón El Encinar - C - 2",2853,"11_2011"
"5379","CHELSA_tas_11_2011_V.2.1","Dehesón El Encinar - S - 7",2852,"11_2011"
"5380","CHELSA_tas_11_2011_V.2.1","Dehesón El Encinar - C - 5",2853,"11_2011"
"5381","CHELSA_tas_11_2011_V.2.1","Dehesón El Encinar - W - 4",2853,"11_2011"
"5382","CHELSA_tas_11_2011_V.2.1","Dehesón El Encinar - Otro - 6",2853,"11_2011"
"5383","CHELSA_tas_11_2012_V.2.1","Atoquedo",2845,"11_2012"
"5384","CHELSA_tas_11_2012_V.2.1","La Caña",2844,"11_2012"
"5385","CHELSA_tas_11_2012_V.2.1","La Ciervina",2844,"11_2012"
"5386","CHELSA_tas_11_2012_V.2.1","Las Casillas",2846,"11_2012"
"5387","CHELSA_tas_11_2012_V.2.1","La Villa",2844,"11_2012"
"5388","CHELSA_tas_11_2012_V.2.1","Valdelacasa",2849,"11_2012"
"5389","CHELSA_tas_11_2012_V.2.1","Dehesón El Encinar - S -3",2845,"11_2012"
"5390","CHELSA_tas_11_2012_V.2.1","Dehesón El Encinar - W - 1",2845,"11_2012"
"5391","CHELSA_tas_11_2012_V.2.1","Dehesón El Encinar - C - 2",2846,"11_2012"
"5392","CHELSA_tas_11_2012_V.2.1","Dehesón El Encinar - S - 7",2845,"11_2012"
"5393","CHELSA_tas_11_2012_V.2.1","Dehesón El Encinar - C - 5",2846,"11_2012"
"5394","CHELSA_tas_11_2012_V.2.1","Dehesón El Encinar - W - 4",2846,"11_2012"
"5395","CHELSA_tas_11_2012_V.2.1","Dehesón El Encinar - Otro - 6",2846,"11_2012"
"5396","CHELSA_tas_11_2013_V.2.1","Atoquedo",2831,"11_2013"
"5397","CHELSA_tas_11_2013_V.2.1","La Caña",2827,"11_2013"
"5398","CHELSA_tas_11_2013_V.2.1","La Ciervina",2831,"11_2013"
"5399","CHELSA_tas_11_2013_V.2.1","Las Casillas",2835,"11_2013"
"5400","CHELSA_tas_11_2013_V.2.1","La Villa",2836,"11_2013"
"5401","CHELSA_tas_11_2013_V.2.1","Valdelacasa",2834,"11_2013"
"5402","CHELSA_tas_11_2013_V.2.1","Dehesón El Encinar - S -3",2827,"11_2013"
"5403","CHELSA_tas_11_2013_V.2.1","Dehesón El Encinar - W - 1",2827,"11_2013"
"5404","CHELSA_tas_11_2013_V.2.1","Dehesón El Encinar - C - 2",2828,"11_2013"
"5405","CHELSA_tas_11_2013_V.2.1","Dehesón El Encinar - S - 7",2827,"11_2013"
"5406","CHELSA_tas_11_2013_V.2.1","Dehesón El Encinar - C - 5",2828,"11_2013"
"5407","CHELSA_tas_11_2013_V.2.1","Dehesón El Encinar - W - 4",2829,"11_2013"
"5408","CHELSA_tas_11_2013_V.2.1","Dehesón El Encinar - Otro - 6",2828,"11_2013"
"5409","CHELSA_tas_11_2014_V.2.1","Atoquedo",2855,"11_2014"
"5410","CHELSA_tas_11_2014_V.2.1","La Caña",2853,"11_2014"
"5411","CHELSA_tas_11_2014_V.2.1","La Ciervina",2855,"11_2014"
"5412","CHELSA_tas_11_2014_V.2.1","Las Casillas",2858,"11_2014"
"5413","CHELSA_tas_11_2014_V.2.1","La Villa",2856,"11_2014"
"5414","CHELSA_tas_11_2014_V.2.1","Valdelacasa",2859,"11_2014"
"5415","CHELSA_tas_11_2014_V.2.1","Dehesón El Encinar - S -3",2854,"11_2014"
"5416","CHELSA_tas_11_2014_V.2.1","Dehesón El Encinar - W - 1",2853,"11_2014"
"5417","CHELSA_tas_11_2014_V.2.1","Dehesón El Encinar - C - 2",2855,"11_2014"
"5418","CHELSA_tas_11_2014_V.2.1","Dehesón El Encinar - S - 7",2854,"11_2014"
"5419","CHELSA_tas_11_2014_V.2.1","Dehesón El Encinar - C - 5",2855,"11_2014"
"5420","CHELSA_tas_11_2014_V.2.1","Dehesón El Encinar - W - 4",2855,"11_2014"
"5421","CHELSA_tas_11_2014_V.2.1","Dehesón El Encinar - Otro - 6",2855,"11_2014"
"5422","CHELSA_tas_11_2015_V.2.1","Atoquedo",2858,"11_2015"
"5423","CHELSA_tas_11_2015_V.2.1","La Caña",2853,"11_2015"
"5424","CHELSA_tas_11_2015_V.2.1","La Ciervina",2858,"11_2015"
"5425","CHELSA_tas_11_2015_V.2.1","Las Casillas",2862,"11_2015"
"5426","CHELSA_tas_11_2015_V.2.1","La Villa",2859,"11_2015"
"5427","CHELSA_tas_11_2015_V.2.1","Valdelacasa",2860,"11_2015"
"5428","CHELSA_tas_11_2015_V.2.1","Dehesón El Encinar - S -3",2855,"11_2015"
"5429","CHELSA_tas_11_2015_V.2.1","Dehesón El Encinar - W - 1",2855,"11_2015"
"5430","CHELSA_tas_11_2015_V.2.1","Dehesón El Encinar - C - 2",2856,"11_2015"
"5431","CHELSA_tas_11_2015_V.2.1","Dehesón El Encinar - S - 7",2855,"11_2015"
"5432","CHELSA_tas_11_2015_V.2.1","Dehesón El Encinar - C - 5",2856,"11_2015"
"5433","CHELSA_tas_11_2015_V.2.1","Dehesón El Encinar - W - 4",2856,"11_2015"
"5434","CHELSA_tas_11_2015_V.2.1","Dehesón El Encinar - Otro - 6",2856,"11_2015"
"5435","CHELSA_tas_12_2002_V.2.1","Atoquedo",2832,"12_2002"
"5436","CHELSA_tas_12_2002_V.2.1","La Caña",2830,"12_2002"
"5437","CHELSA_tas_12_2002_V.2.1","La Ciervina",2832,"12_2002"
"5438","CHELSA_tas_12_2002_V.2.1","Las Casillas",2835,"12_2002"
"5439","CHELSA_tas_12_2002_V.2.1","La Villa",2834,"12_2002"
"5440","CHELSA_tas_12_2002_V.2.1","Valdelacasa",2834,"12_2002"
"5441","CHELSA_tas_12_2002_V.2.1","Dehesón El Encinar - S -3",2829,"12_2002"
"5442","CHELSA_tas_12_2002_V.2.1","Dehesón El Encinar - W - 1",2829,"12_2002"
"5443","CHELSA_tas_12_2002_V.2.1","Dehesón El Encinar - C - 2",2830,"12_2002"
"5444","CHELSA_tas_12_2002_V.2.1","Dehesón El Encinar - S - 7",2829,"12_2002"
"5445","CHELSA_tas_12_2002_V.2.1","Dehesón El Encinar - C - 5",2830,"12_2002"
"5446","CHELSA_tas_12_2002_V.2.1","Dehesón El Encinar - W - 4",2830,"12_2002"
"5447","CHELSA_tas_12_2002_V.2.1","Dehesón El Encinar - Otro - 6",2830,"12_2002"
"5448","CHELSA_tas_12_2003_V.2.1","Atoquedo",2813,"12_2003"
"5449","CHELSA_tas_12_2003_V.2.1","La Caña",2810,"12_2003"
"5450","CHELSA_tas_12_2003_V.2.1","La Ciervina",2813,"12_2003"
"5451","CHELSA_tas_12_2003_V.2.1","Las Casillas",2816,"12_2003"
"5452","CHELSA_tas_12_2003_V.2.1","La Villa",2814,"12_2003"
"5453","CHELSA_tas_12_2003_V.2.1","Valdelacasa",2817,"12_2003"
"5454","CHELSA_tas_12_2003_V.2.1","Dehesón El Encinar - S -3",2812,"12_2003"
"5455","CHELSA_tas_12_2003_V.2.1","Dehesón El Encinar - W - 1",2812,"12_2003"
"5456","CHELSA_tas_12_2003_V.2.1","Dehesón El Encinar - C - 2",2813,"12_2003"
"5457","CHELSA_tas_12_2003_V.2.1","Dehesón El Encinar - S - 7",2812,"12_2003"
"5458","CHELSA_tas_12_2003_V.2.1","Dehesón El Encinar - C - 5",2813,"12_2003"
"5459","CHELSA_tas_12_2003_V.2.1","Dehesón El Encinar - W - 4",2813,"12_2003"
"5460","CHELSA_tas_12_2003_V.2.1","Dehesón El Encinar - Otro - 6",2813,"12_2003"
"5461","CHELSA_tas_12_2004_V.2.1","Atoquedo",2808,"12_2004"
"5462","CHELSA_tas_12_2004_V.2.1","La Caña",2806,"12_2004"
"5463","CHELSA_tas_12_2004_V.2.1","La Ciervina",2808,"12_2004"
"5464","CHELSA_tas_12_2004_V.2.1","Las Casillas",2811,"12_2004"
"5465","CHELSA_tas_12_2004_V.2.1","La Villa",2811,"12_2004"
"5466","CHELSA_tas_12_2004_V.2.1","Valdelacasa",2812,"12_2004"
"5467","CHELSA_tas_12_2004_V.2.1","Dehesón El Encinar - S -3",2809,"12_2004"
"5468","CHELSA_tas_12_2004_V.2.1","Dehesón El Encinar - W - 1",2808,"12_2004"
"5469","CHELSA_tas_12_2004_V.2.1","Dehesón El Encinar - C - 2",2809,"12_2004"
"5470","CHELSA_tas_12_2004_V.2.1","Dehesón El Encinar - S - 7",2808,"12_2004"
"5471","CHELSA_tas_12_2004_V.2.1","Dehesón El Encinar - C - 5",2809,"12_2004"
"5472","CHELSA_tas_12_2004_V.2.1","Dehesón El Encinar - W - 4",2809,"12_2004"
"5473","CHELSA_tas_12_2004_V.2.1","Dehesón El Encinar - Otro - 6",2809,"12_2004"
"5474","CHELSA_tas_12_2005_V.2.1","Atoquedo",2808,"12_2005"
"5475","CHELSA_tas_12_2005_V.2.1","La Caña",2804,"12_2005"
"5476","CHELSA_tas_12_2005_V.2.1","La Ciervina",2808,"12_2005"
"5477","CHELSA_tas_12_2005_V.2.1","Las Casillas",2813,"12_2005"
"5478","CHELSA_tas_12_2005_V.2.1","La Villa",2811,"12_2005"
"5479","CHELSA_tas_12_2005_V.2.1","Valdelacasa",2809,"12_2005"
"5480","CHELSA_tas_12_2005_V.2.1","Dehesón El Encinar - S -3",2803,"12_2005"
"5481","CHELSA_tas_12_2005_V.2.1","Dehesón El Encinar - W - 1",2802,"12_2005"
"5482","CHELSA_tas_12_2005_V.2.1","Dehesón El Encinar - C - 2",2804,"12_2005"
"5483","CHELSA_tas_12_2005_V.2.1","Dehesón El Encinar - S - 7",2803,"12_2005"
"5484","CHELSA_tas_12_2005_V.2.1","Dehesón El Encinar - C - 5",2804,"12_2005"
"5485","CHELSA_tas_12_2005_V.2.1","Dehesón El Encinar - W - 4",2804,"12_2005"
"5486","CHELSA_tas_12_2005_V.2.1","Dehesón El Encinar - Otro - 6",2804,"12_2005"
"5487","CHELSA_tas_12_2006_V.2.1","Atoquedo",2806,"12_2006"
"5488","CHELSA_tas_12_2006_V.2.1","La Caña",2803,"12_2006"
"5489","CHELSA_tas_12_2006_V.2.1","La Ciervina",2806,"12_2006"
"5490","CHELSA_tas_12_2006_V.2.1","Las Casillas",2811,"12_2006"
